150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	displayorder	456	24	20	18														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	457	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	457	1	1	10.50614258	0	2.5	1	1	4.145691383	4.214428858	8.446820657	4.774148297	8.240542488	4.744689379	8.251399234	1	-	4
150505_1345	2	subjects	457	2	1	10.5013471	0	2.5	1	2	4.106412826	4.744689379	8.251399234	2.878957916	8.938993132	4.774148297	8.240542488	1	-	1
150505_1345	2	subjects	457	3	1	20.02023385	0	2.5	1	1	3.350300601	4.695591182	8.395123656	2.623647295	9.103280223	4.401002004	8.495809424	2	-	3
150505_1345	2	subjects	457	4	1	17.87629459	0	2.5	1	1	2.633466934	4.401002004	8.495809424	4.845965367	8.343728216	2.623647295	9.103280223	2	-	4
150505_1345	2	subjects	457	5	1	10.47736974	0	2.5	1	1	3.91002004	2.878957916	8.938993132	4.744689379	8.251399234	4.214428858	8.446820657	1	-	3
150505_1345	2	subjects	457	6	1	10.4450003	0	2.5	1	2	3.64488978	4.774148297	8.240542488	4.214428858	8.446820657	2.878957916	8.938993132	1	-	2
150505_1345	2	subjects	457	7	1	14.39675969	0	2.5	1	0	1.470072142	2.623647295	9.103280223	4.695591182	8.395123656	4.845965367	8.343728216	2	-	1
150505_1345	2	subjects	457	8	1	24.5430646	0	2.5	1	1	4.86252505	4.845965367	8.343728216	4.401002004	8.495809424	4.695591182	8.395123656	2	-	2
150505_1345	2	subjects	457	9	2	8.404711316	0	2.5	1	0	3.720079259	4.086773547	11.20462701	4.008216433	11.18147133	2.986973948	10.88044749	2	-	4
150505_1345	2	subjects	457	10	2	15.64334746	0	2.5	1	1	2.712024048	5	9.693125583	3.337683991	9.795150034	2.869138277	9.823906973	1	-	1
150505_1345	2	subjects	457	11	2	8.125342841	0	2.5	1	1	4.371543086	4.008216433	11.18147133	4.086773547	11.20462701	4.45991984	11.31461649	2	-	2
150505_1345	2	subjects	457	12	2	8.217984283	0	2.5	1	1	4.155511022	4.45991984	11.31461649	2.986973948	10.88044749	4.086773547	11.20462701	2	-	3
150505_1345	2	subjects	457	13	2	19.11701068	0	2.5	1	0	4.381362725	2.869138277	9.823906973	4.891983968	9.699755054	3.337683991	9.795150034	1	-	2
150505_1345	2	subjects	457	14	2	17.05324606	0	2.5	1	2	3.389579158	3.337683991	9.795150034	5	9.693125583	4.891983968	9.699755054	1	-	3
150505_1345	2	subjects	457	15	2	15.74551403	0	2.5	1	1	2.761122244	4.891983968	9.699755054	2.869138277	9.823906973	5	9.693125583	1	-	4
150505_1345	2	subjects	457	16	2	8.083233095	0	2.5	1	1	4.469739479	2.986973948	10.88044749	4.45991984	11.31461649	4.008216433	11.18147133	2	-	1
150505_1345	2	subjects	457	17	3	14.05169071	0	2.5	1	1	3.782364729	4.076953908	9.008164011	2.704963562	9.341940019	5	8.783606571	2	-	2
150505_1345	2	subjects	457	18	3	26.97095478	0	2.5	1	1	5	2.800400802	10.68758137	3.130394667	10.76860464	5	11.22764814	1	-	1
150505_1345	2	subjects	457	19	3	12.40023068	0	2.5	1	2	2.240681363	5	8.783606571	4.617034068	8.87677402	2.704963562	9.341940019	2	-	3
150505_1345	2	subjects	457	20	3	23.57132223	0	2.5	1	1	3.998396794	3.130394667	10.76860464	2.800400802	10.68758137	4.685771543	11.15049574	1	-	3
150505_1345	2	subjects	457	21	3	14.33569976	0	2.5	1	2	4.04749499	4.617034068	8.87677402	5	8.783606571	4.076953908	9.008164011	2	-	1
150505_1345	2	subjects	457	22	3	14.69334078	0	2.5	1	5	4.381362725	2.704963562	9.341940019	4.076953908	9.008164011	4.617034068	8.87677402	2	-	4
150505_1345	2	subjects	457	23	3	11.86437687	0	2.5	1	0	0.549284616	5	11.22764814	4.685771543	11.15049574	3.130394667	10.76860464	1	-	2
150505_1345	2	subjects	457	24	3	18.13857611	0	2.5	1	1	2.397795591	4.685771543	11.15049574	5	11.22764814	2.800400802	10.68758137	1	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	457	1	5	2														
150505_1345	2	displayorder	457	2	1	6														
150505_1345	2	displayorder	457	3	8	4														
150505_1345	2	displayorder	457	4	3	7														
150505_1345	2	displayorder	457	5	6	1														
150505_1345	2	displayorder	457	6	2	5														
150505_1345	2	displayorder	457	7	4	8														
150505_1345	2	displayorder	457	8	7	3														
150505_1345	2	displayorder	457	9	12	16														
150505_1345	2	displayorder	457	10	15	13														
150505_1345	2	displayorder	457	11	16	12														
150505_1345	2	displayorder	457	12	11	9														
150505_1345	2	displayorder	457	13	10	14														
150505_1345	2	displayorder	457	14	13	15														
150505_1345	2	displayorder	457	15	14	10														
150505_1345	2	displayorder	457	16	9	11														
150505_1345	2	displayorder	457	17	21	19														
150505_1345	2	displayorder	457	18	24	23														
150505_1345	2	displayorder	457	19	17	22														
150505_1345	2	displayorder	457	20	23	24														
150505_1345	2	displayorder	457	21	22	17														
150505_1345	2	displayorder	457	22	19	21														
150505_1345	2	displayorder	457	23	18	20														
150505_1345	2	displayorder	457	24	20	18														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	458	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	458	1	1	9.499030288	0	2.5	1	2	4.499198397	3.91002004	10.47736974	4.106412826	10.5013471	4.145691383	10.50614258	1	-	4
150505_1345	2	subjects	458	2	1	9.503403815	0	2.5	1	2	4.45991984	4.145691383	10.50614258	3.64488978	10.4450003	4.106412826	10.5013471	1	-	1
150505_1345	2	subjects	458	3	1	7.110318958	0	2.5	1	1	5	4.86252505	24.5430646	2.633466934	17.87629459	3.350300601	20.02023385	2	-	3
150505_1345	2	subjects	458	4	1	8.381546979	0	2.5	1	1	2.800400802	3.350300601	20.02023385	1.470072142	14.39675969	2.633466934	17.87629459	2	-	4
150505_1345	2	subjects	458	5	1	9.572286872	0	2.5	1	1	3.841282565	3.64488978	10.4450003	4.145691383	10.50614258	3.91002004	10.47736974	1	-	3
150505_1345	2	subjects	458	6	1	9.623675819	0	2.5	1	1	3.379759519	4.106412826	10.5013471	3.91002004	10.47736974	3.64488978	10.4450003	1	-	2
150505_1345	2	subjects	458	7	1	7.453111121	0	2.5	1	0	4.406868512	2.633466934	17.87629459	4.86252505	24.5430646	1.470072142	14.39675969	2	-	1
150505_1345	2	subjects	458	8	1	7.240846835	0	2.5	1	1	4.774148297	1.470072142	14.39675969	3.350300601	20.02023385	4.86252505	24.5430646	2	-	2
150505_1345	2	subjects	458	9	2	8.844755861	0	2.5	1	0	3.004694999	4.155511022	8.217984283	4.469739479	8.083233095	3.720079259	8.404711316	2	-	4
150505_1345	2	subjects	458	10	2	18.07433842	0	2.5	1	4	2.780761523	2.761122244	15.74551403	4.381362725	19.11701068	2.712024048	15.64334746	1	-	1
150505_1345	2	subjects	458	11	2	8.277700592	0	2.5	1	1	4.479559118	4.469739479	8.083233095	4.155511022	8.217984283	4.371543086	8.125342841	2	-	2
150505_1345	2	subjects	458	12	2	8.402290497	0	2.5	1	1	4.155511022	4.371543086	8.125342841	3.720079259	8.404711316	4.155511022	8.217984283	2	-	3
150505_1345	2	subjects	458	13	2	18.55905475	0	2.5	1	2	2.947695391	2.712024048	15.64334746	3.389579158	17.05324606	4.381362725	19.11701068	1	-	2
150505_1345	2	subjects	458	14	2	20.46940738	0	2.5	1	3	3.605611222	4.381362725	19.11701068	2.761122244	15.74551403	3.389579158	17.05324606	1	-	3
150505_1345	2	subjects	458	15	2	18.90120746	0	2.5	1	1	3.065531062	3.389579158	17.05324606	2.712024048	15.64334746	2.761122244	15.74551403	1	-	4
150505_1345	2	subjects	458	16	2	8.077601654	0	2.5	1	2	5	3.720079259	8.404711316	4.371543086	8.125342841	4.469739479	8.083233095	2	-	1
150505_1345	2	subjects	458	17	3	9.990902877	0	2.5	1	1	4.273346693	4.04749499	14.33569976	2.240681363	12.40023068	3.782364729	14.05169071	2	-	2
150505_1345	2	subjects	458	18	3	5.240781686	0	2.5	1	2	5	2.397795591	18.13857611	0.549284616	11.86437687	5	26.97095478	1	-	1
150505_1345	2	subjects	458	19	3	9.993933972	0	2.5	1	2	2.849498998	3.782364729	14.05169071	4.381362725	14.69334078	2.240681363	12.40023068	2	-	3
150505_1345	2	subjects	458	20	3	6.418473625	0	2.5	1	3	3.762725451	0.549284616	11.86437687	2.397795591	18.13857611	3.998396794	23.57132223	1	-	3
150505_1345	2	subjects	458	21	3	9.99153	0	2.5	1	3	3.978757515	4.381362725	14.69334078	3.782364729	14.05169071	4.04749499	14.33569976	2	-	1
150505_1345	2	subjects	458	22	3	9.989565015	0	2.5	1	1	4.901803607	2.240681363	12.40023068	4.04749499	14.33569976	4.381362725	14.69334078	2	-	4
150505_1345	2	subjects	458	23	3	6.221625014	0	2.5	1	0	3.969533164	5	26.97095478	3.998396794	23.57132223	0.549284616	11.86437687	1	-	2
150505_1345	2	subjects	458	24	3	5.287515493	0	2.5	1	1	4.950901804	3.998396794	23.57132223	5	26.97095478	2.397795591	18.13857611	1	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	458	1	5	2														
150505_1345	2	displayorder	458	2	1	6														
150505_1345	2	displayorder	458	3	8	4														
150505_1345	2	displayorder	458	4	3	7														
150505_1345	2	displayorder	458	5	6	1														
150505_1345	2	displayorder	458	6	2	5														
150505_1345	2	displayorder	458	7	4	8														
150505_1345	2	displayorder	458	8	7	3														
150505_1345	2	displayorder	458	9	12	16														
150505_1345	2	displayorder	458	10	15	13														
150505_1345	2	displayorder	458	11	16	12														
150505_1345	2	displayorder	458	12	11	9														
150505_1345	2	displayorder	458	13	10	14														
150505_1345	2	displayorder	458	14	13	15														
150505_1345	2	displayorder	458	15	14	10														
150505_1345	2	displayorder	458	16	9	11														
150505_1345	2	displayorder	458	17	21	19														
150505_1345	2	displayorder	458	18	24	23														
150505_1345	2	displayorder	458	19	17	22														
150505_1345	2	displayorder	458	20	23	24														
150505_1345	2	displayorder	458	21	22	17														
150505_1345	2	displayorder	458	22	19	21														
150505_1345	2	displayorder	458	23	18	20														
150505_1345	2	displayorder	458	24	20	18														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	459	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	459	1	1	8.01539796	0	2.5	1	2	4.607214429	3.841282565	9.572286872	4.45991984	9.503403815	4.499198397	9.499030288	1	-	4
150505_1345	2	subjects	459	2	1	8.091536238	0	2.5	1	1	4.430460922	4.499198397	9.499030288	3.379759519	9.623675819	4.45991984	9.503403815	1	-	1
150505_1345	2	subjects	459	3	1	14.55746038	0	2.5	1	2	3.075350701	4.774148297	7.240846835	2.800400802	8.381546979	5	7.110318958	2	-	3
150505_1345	2	subjects	459	4	1	14.44104408	0	2.5	1	2	2.996793587	5	7.110318958	4.406868512	7.453111121	2.800400802	8.381546979	2	-	4
150505_1345	2	subjects	459	5	1	8.167674515	0	2.5	1	2	4.253707415	3.379759519	9.623675819	4.499198397	9.499030288	3.841282565	9.572286872	1	-	3
150505_1345	2	subjects	459	6	1	8.522986477	0	2.5	1	3	3.428857715	4.45991984	9.503403815	3.841282565	9.572286872	3.379759519	9.623675819	1	-	2
150505_1345	2	subjects	459	7	1	14.4898488	0	2.5	1	0	3.029726754	2.800400802	8.381546979	4.774148297	7.240846835	4.406868512	7.453111121	2	-	1
150505_1345	2	subjects	459	8	1	17.16227499	0	2.5	1	2	4.833066132	4.406868512	7.453111121	5	7.110318958	4.774148297	7.240846835	2	-	2
150505_1345	2	subjects	459	9	2	9.803363686	0	2.5	1	0	2.858713874	4.155511022	8.402290497	5	8.077601654	3.004694999	8.844755861	2	-	4
150505_1345	2	subjects	459	10	2	14.79601492	0	2.5	1	3	2.908416834	3.065531062	18.90120746	2.947695391	18.55905475	2.780761523	18.07433842	1	-	1
150505_1345	2	subjects	459	11	2	9.65877733	0	2.5	1	4	4.960721443	5	8.077601654	4.155511022	8.402290497	4.479559118	8.277700592	2	-	2
150505_1345	2	subjects	459	12	2	9.708084654	0	2.5	1	1	4.243887776	4.479559118	8.277700592	3.004694999	8.844755861	4.155511022	8.402290497	2	-	3
150505_1345	2	subjects	459	13	2	15.0389055	0	2.5	1	1	3.055711423	2.780761523	18.07433842	3.605611222	20.46940738	2.947695391	18.55905475	1	-	2
150505_1345	2	subjects	459	14	2	17.88882162	0	2.5	1	2	4.783967936	2.947695391	18.55905475	3.065531062	18.90120746	3.605611222	20.46940738	1	-	3
150505_1345	2	subjects	459	15	2	14.92555656	0	2.5	1	3	2.986973948	3.605611222	20.46940738	2.780761523	18.07433842	3.065531062	18.90120746	1	-	4
150505_1345	2	subjects	459	16	2	9.72159351	0	2.5	1	1	4.04749499	3.004694999	8.844755861	4.479559118	8.277700592	5	8.077601654	2	-	1
150505_1345	2	subjects	459	17	3	9.988464166	0	2.5	1	1	5	3.978757515	9.99153	2.849498998	9.993933972	4.273346693	9.990902877	2	-	2
150505_1345	2	subjects	459	18	3	10.39746905	0	2.5	1	5	5	4.950901804	5.287515493	3.969533164	6.221625014	5	5.240781686	1	-	1
150505_1345	2	subjects	459	19	3	9.994127394	0	2.5	1	0	2.545375685	4.273346693	9.990902877	4.901803607	9.989565015	2.849498998	9.993933972	2	-	3
150505_1345	2	subjects	459	20	3	10.39746905	0	2.5	1	1	5	3.969533164	6.221625014	4.950901804	5.287515493	3.762725451	6.418473625	1	-	3
150505_1345	2	subjects	459	21	3	9.990729721	0	2.5	1	3	4.018036072	4.901803607	9.989565015	4.273346693	9.990902877	3.978757515	9.99153	2	-	1
150505_1345	2	subjects	459	22	3	9.989755532	0	2.5	1	0	4.440280561	2.849498998	9.993933972	3.978757515	9.99153	4.901803607	9.989565015	2	-	4
150505_1345	2	subjects	459	23	3	10.11161516	0	2.5	1	0	1.404073532	5	5.240781686	3.762725451	6.418473625	3.969533164	6.221625014	1	-	2
150505_1345	2	subjects	459	24	3	10.35531662	0	2.5	1	1	4.469739479	3.762725451	6.418473625	5	5.240781686	4.950901804	5.287515493	1	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	459	1	5	2														
150505_1345	2	displayorder	459	2	1	6														
150505_1345	2	displayorder	459	3	8	4														
150505_1345	2	displayorder	459	4	3	7														
150505_1345	2	displayorder	459	5	6	1														
150505_1345	2	displayorder	459	6	2	5														
150505_1345	2	displayorder	459	7	4	8														
150505_1345	2	displayorder	459	8	7	3														
150505_1345	2	displayorder	459	9	12	16														
150505_1345	2	displayorder	459	10	15	13														
150505_1345	2	displayorder	459	11	16	12														
150505_1345	2	displayorder	459	12	11	9														
150505_1345	2	displayorder	459	13	10	14														
150505_1345	2	displayorder	459	14	13	15														
150505_1345	2	displayorder	459	15	14	10														
150505_1345	2	displayorder	459	16	9	11														
150505_1345	2	displayorder	459	17	21	19														
150505_1345	2	displayorder	459	18	24	23														
150505_1345	2	displayorder	459	19	17	22														
150505_1345	2	displayorder	459	20	23	24														
150505_1345	2	displayorder	459	21	22	17														
150505_1345	2	displayorder	459	22	19	21														
150505_1345	2	displayorder	459	23	18	20														
150505_1345	2	displayorder	459	24	20	18														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	460	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	460	1	1	7.849728906	0	2.5	1	3	4.469739479	4.253707415	8.167674515	4.430460922	8.091536238	4.607214429	8.01539796	1	-	4
150505_1345	2	subjects	460	2	1	7.849728906	0	2.5	1	1	4.469739479	4.607214429	8.01539796	3.428857715	8.522986477	4.430460922	8.091536238	1	-	1
150505_1345	2	subjects	460	3	1	16.82445224	0	2.5	1	1	2.977154309	4.833066132	17.16227499	2.996793587	14.44104408	3.075350701	14.55746038	2	-	3
150505_1345	2	subjects	460	4	1	16.41928484	0	2.5	1	1	2.800400802	3.075350701	14.55746038	3.029726754	14.4898488	2.996793587	14.44104408	2	-	4
150505_1345	2	subjects	460	5	1	7.953656105	0	2.5	1	4	4.253707415	3.428857715	8.522986477	4.607214429	8.01539796	4.253707415	8.167674515	1	-	3
150505_1345	2	subjects	460	6	1	8.260713737	0	2.5	1	2	3.615430862	4.430460922	8.091536238	4.253707415	8.167674515	3.428857715	8.522986477	1	-	2
150505_1345	2	subjects	460	7	1	15.82961886	0	2.5	1	0	2.543160141	2.996793587	14.44104408	4.833066132	17.16227499	3.029726754	14.4898488	2	-	1
150505_1345	2	subjects	460	8	1	20.76357972	0	2.5	1	1	4.695591182	3.029726754	14.4898488	3.075350701	14.55746038	4.833066132	17.16227499	2	-	2
150505_1345	2	subjects	460	9	2	11.97838011	0	2.5	1	1	1.347094188	4.243887776	9.708084654	4.04749499	9.72159351	2.858713874	9.803363686	2	-	4
150505_1345	2	subjects	460	10	2	11.12845424	0	2.5	1	3	3.144088176	2.986973948	14.92555656	3.055711423	15.0389055	2.908416834	14.79601492	1	-	1
150505_1345	2	subjects	460	11	2	15.91542128	0	2.5	1	2	4.027855711	4.04749499	9.72159351	4.243887776	9.708084654	4.960721443	9.65877733	2	-	2
150505_1345	2	subjects	460	12	2	16.17500641	0	2.5	1	1	4.204609218	4.960721443	9.65877733	2.858713874	9.803363686	4.243887776	9.708084654	2	-	3
150505_1345	2	subjects	460	13	2	11.12562922	0	2.5	1	0	3.136217149	2.908416834	14.79601492	4.783967936	17.88882162	3.055711423	15.0389055	1	-	2
150505_1345	2	subjects	460	14	2	11.49499148	0	2.5	1	1	4.165330661	3.055711423	15.0389055	2.986973948	14.92555656	4.783967936	17.88882162	1	-	3
150505_1345	2	subjects	460	15	2	11.79456519	0	2.5	1	1	5	4.783967936	17.88882162	2.908416834	14.79601492	2.986973948	14.92555656	1	-	4
150505_1345	2	subjects	460	16	2	16.42017015	0	2.5	1	1	4.371543086	2.858713874	9.803363686	4.960721443	9.65877733	4.04749499	9.72159351	2	-	1
150505_1345	2	subjects	460	17	3	9.056232796	0	2.5	1	1	5	4.018036072	9.990729721	2.545375685	9.994127394	5	9.988464166	2	-	2
150505_1345	2	subjects	460	18	3	14.65820637	0	2.5	1	1	5	4.469739479	10.35531662	1.404073532	10.11161516	5	10.39746905	1	-	1
150505_1345	2	subjects	460	19	3	9.552968304	0	2.5	1	2	2.368336673	5	9.988464166	4.440280561	9.989755532	2.545375685	9.994127394	2	-	3
150505_1345	2	subjects	460	20	3	14.65820637	0	2.5	1	5	5	1.404073532	10.11161516	4.469739479	10.35531662	5	10.39746905	1	-	3
150505_1345	2	subjects	460	21	3	9.056232796	0	2.5	1	1	5	4.440280561	9.989755532	5	9.988464166	4.018036072	9.990729721	2	-	1
150505_1345	2	subjects	460	22	3	9.256409792	0	2.5	1	2	3.939478958	2.545375685	9.994127394	4.018036072	9.990729721	4.440280561	9.989755532	2	-	4
150505_1345	2	subjects	460	23	3	10.79566522	0	2.5	1	0	0.854046767	5	10.39746905	5	10.39746905	1.404073532	10.11161516	1	-	2
150505_1345	2	subjects	460	24	3	13.52380709	0	2.5	1	1	3.782364729	5	10.39746905	5	10.39746905	4.469739479	10.35531662	1	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	460	1	5	2														
150505_1345	2	displayorder	460	2	1	6														
150505_1345	2	displayorder	460	3	8	4														
150505_1345	2	displayorder	460	4	3	7														
150505_1345	2	displayorder	460	5	6	1														
150505_1345	2	displayorder	460	6	2	5														
150505_1345	2	displayorder	460	7	4	8														
150505_1345	2	displayorder	460	8	7	3														
150505_1345	2	displayorder	460	9	12	16														
150505_1345	2	displayorder	460	10	15	13														
150505_1345	2	displayorder	460	11	16	12														
150505_1345	2	displayorder	460	12	11	9														
150505_1345	2	displayorder	460	13	10	14														
150505_1345	2	displayorder	460	14	13	15														
150505_1345	2	displayorder	460	15	14	10														
150505_1345	2	displayorder	460	16	9	11														
150505_1345	2	displayorder	460	17	21	19														
150505_1345	2	displayorder	460	18	24	23														
150505_1345	2	displayorder	460	19	17	22														
150505_1345	2	displayorder	460	20	23	24														
150505_1345	2	displayorder	460	21	22	17														
150505_1345	2	displayorder	460	22	19	21														
150505_1345	2	displayorder	460	23	18	20														
150505_1345	2	displayorder	460	24	20	18														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	461	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	461	1	1	10.56608599	0	2.5	1	1	4.636673347	4.253707415	7.953656105	4.469739479	7.849728906	4.469739479	7.849728906	1	-	4
150505_1345	2	subjects	461	2	1	10.46418219	0	2.5	1	1	3.802004008	4.469739479	7.849728906	3.615430862	8.260713737	4.469739479	7.849728906	1	-	1
150505_1345	2	subjects	461	3	1	21.04993676	0	2.5	1	1	4.960721443	4.695591182	20.76357972	2.800400802	16.41928484	2.977154309	16.82445224	2	-	3
150505_1345	2	subjects	461	4	1	15.66915233	0	2.5	1	2	2.54509018	2.977154309	16.82445224	2.543160141	15.82961886	2.800400802	16.41928484	2	-	4
150505_1345	2	subjects	461	5	1	10.5277222	0	2.5	1	3	4.32244489	3.615430862	8.260713737	4.469739479	7.849728906	4.253707415	7.953656105	1	-	3
150505_1345	2	subjects	461	6	1	10.37186934	0	2.5	1	0	3.045891784	4.469739479	7.849728906	4.253707415	7.953656105	3.615430862	8.260713737	1	-	2
150505_1345	2	subjects	461	7	1	11.77195214	0	2.5	1	0	0.795494235	2.800400802	16.41928484	4.695591182	20.76357972	2.543160141	15.82961886	2	-	1
150505_1345	2	subjects	461	8	1	20.65622083	0	2.5	1	2	4.783967936	2.543160141	15.82961886	2.977154309	16.82445224	4.695591182	20.76357972	2	-	2
150505_1345	2	subjects	461	9	2	12.21431585	0	2.5	1	1	1.641683367	4.204609218	16.17500641	4.371543086	16.42017015	1.347094188	11.97838011	2	-	4
150505_1345	2	subjects	461	10	2	16.47875845	0	2.5	1	3	2.132665331	5	11.79456519	3.136217149	11.12562922	3.144088176	11.12845424	1	-	1
150505_1345	2	subjects	461	11	2	15.76392472	0	2.5	1	1	4.273346693	4.371543086	16.42017015	4.204609218	16.17500641	4.027855711	15.91542128	2	-	2
150505_1345	2	subjects	461	12	2	15.52551815	0	2.5	1	1	4.096593186	4.027855711	15.91542128	1.347094188	11.97838011	4.204609218	16.17500641	2	-	3
150505_1345	2	subjects	461	13	2	18.71606698	0	2.5	1	2	2.869138277	3.144088176	11.12845424	4.165330661	11.49499148	3.136217149	11.12562922	1	-	2
150505_1345	2	subjects	461	14	2	21.87812969	0	2.5	1	2	3.91002004	3.136217149	11.12562922	5	11.79456519	4.165330661	11.49499148	1	-	3
150505_1345	2	subjects	461	15	2	20.207606	0	2.5	1	1	3.36012024	4.165330661	11.49499148	3.144088176	11.12845424	5	11.79456519	1	-	4
150505_1345	2	subjects	461	16	2	15.51227334	0	2.5	1	1	4.086773547	1.347094188	11.97838011	4.027855711	15.91542128	4.371543086	16.42017015	2	-	1
150505_1345	2	subjects	461	17	3	11.39450774	0	2.5	1	1	4.018036072	5	9.056232796	2.368336673	9.552968304	5	9.056232796	2	-	2
150505_1345	2	subjects	461	18	3	9.349227885	0	2.5	1	1	5	3.782364729	13.52380709	0.854046767	10.79566522	5	14.65820637	1	-	1
150505_1345	2	subjects	461	19	3	11.0332572	0	2.5	1	2	2.977154309	5	9.056232796	3.939478958	9.256409792	2.368336673	9.552968304	2	-	3
150505_1345	2	subjects	461	20	3	9.445083096	0	2.5	1	3	4.263527054	0.854046767	10.79566522	3.782364729	13.52380709	5	14.65820637	1	-	3
150505_1345	2	subjects	461	21	3	11.40813983	0	2.5	1	3	4.057314629	3.939478958	9.256409792	5	9.056232796	5	9.056232796	2	-	1
150505_1345	2	subjects	461	22	3	11.53082869	0	2.5	1	3	4.410821643	2.368336673	9.552968304	5	9.056232796	3.939478958	9.256409792	2	-	4
150505_1345	2	subjects	461	23	3	9.507529668	0	2.5	1	0	3.783738738	5	14.65820637	5	14.65820637	0.854046767	10.79566522	1	-	2
150505_1345	2	subjects	461	24	3	9.588226878	0	2.5	1	1	3.163727455	5	14.65820637	5	14.65820637	3.782364729	13.52380709	1	-	4
150505_1345	2	displayorder	Period	Subject	LCA	LCB														
150505_1345	2	displayorder	461	1	5	2														
150505_1345	2	displayorder	461	2	1	6														
150505_1345	2	displayorder	461	3	8	4														
150505_1345	2	displayorder	461	4	3	7														
150505_1345	2	displayorder	461	5	6	1														
150505_1345	2	displayorder	461	6	2	5														
150505_1345	2	displayorder	461	7	4	8														
150505_1345	2	displayorder	461	8	7	3														
150505_1345	2	displayorder	461	9	12	16														
150505_1345	2	displayorder	461	10	15	13														
150505_1345	2	displayorder	461	11	16	12														
150505_1345	2	displayorder	461	12	11	9														
150505_1345	2	displayorder	461	13	10	14														
150505_1345	2	displayorder	461	14	13	15														
150505_1345	2	displayorder	461	15	14	10														
150505_1345	2	displayorder	461	16	9	11														
150505_1345	2	displayorder	461	17	21	19														
150505_1345	2	displayorder	461	18	24	23														
150505_1345	2	displayorder	461	19	17	22														
150505_1345	2	displayorder	461	20	23	24														
150505_1345	2	displayorder	461	21	22	17														
150505_1345	2	displayorder	461	22	19	21														
150505_1345	2	displayorder	461	23	18	20														
150505_1345	2	displayorder	461	24	20	18														
150505_1345	2	globals	Period	NumPeriods	RepeatTreatment	timeout	numfix1	numfix2	rounds	change_group1	j									
150505_1345	2	globals	462	540	0	5	0.01	0.01	540	180	-									
150505_1345	2	subjects	Period	Subject	Group	Profit	Participate	PAP	PageSlider	Z1	PA	PAA3D	PPA3D	PAB3D	PPB3D	PAU3D	PPU3D	SG	rank2	LL
150505_1345	2	subjects	462	1	1	12.68983276	0	2.5	1	4	4.410821643	4.32244489	10.5277222	3.802004008	10.46418219	4.636673347	10.56608599	1	-	4
150505_1345	2	subjects	462	2	1	12.08501757	0	2.5	1	1	3.419038076	4.636673347	10.56608599	3.045891784	10.37186934	3.802004008	10.46418219	1	-	1
150505_1345	2	subjects	462	3	1	10.39141173	0	2.5	1	1	3.085170341	4.783967936	20.65622083	2.54509018	15.66915233	4.960721443	21.04993676	2	-	3
150505_1345	2	subjects	462	4	1	10.38269109	0	2.5	1	3	3.016432866	4.960721443	21.04993676	0.795494235	11.77195214	2.54509018	15.66915233	2	-	4
150505_1345	2	subjects	462	5	1	12.42634892	0	2.5	1	1	3.978757515	3.045891784	10.37186934	4.636673347	10.56608599	4.32244489	10.5277222	1	-	3
